"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE906203IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Class","Paramedical services"
"CPIQ.SE906203PCCA","2023.09",0,"FINAL","Percentage contribution annual","Class","Paramedical services"
"CPIQ.SE906203PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Paramedical services"
"CPIQ.SE906203PPCA","2023.09",0.001,"FINAL","Percentage points contribution annual","Class","Paramedical services"
"CPIQ.SE906203PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Paramedical services"
"CPIQ.SE9062IPCA","2023.09",1.28,"FINAL","Index point contribution annual","Subgroup","Out-patient services"
"CPIQ.SE9062IPCP","2023.09",0.29,"FINAL","Index point contribution quarterly","Subgroup","Out-patient services"
"CPIQ.SE9062PCCA","2023.09",1.9,"FINAL","Percentage contribution annual","Subgroup","Out-patient services"
"CPIQ.SE9062PCCP","2023.09",1.3,"FINAL","Percentage contribution quarterly","Subgroup","Out-patient services"
"CPIQ.SE9062PPCA","2023.09",0.108,"FINAL","Percentage points contribution annual","Subgroup","Out-patient services"
"CPIQ.SE9062PPCP","2023.09",0.024,"FINAL","Percentage points contribution quarterly","Subgroup","Out-patient services"
"CPIQ.SE9063","2023.09",1356,"FINAL","Main CPI","Subgroup","Hospital services"
"CPIQ.SE906300","2023.09",1356,"FINAL","Main CPI","Class","Hospital services"
"CPIQ.SE906300IPCA","2023.09",0.6,"FINAL","Index point contribution annual","Class","Hospital services"
"CPIQ.SE906300IPCP","2023.09",0.25,"FINAL","Index point contribution quarterly","Class","Hospital services"
"CPIQ.SE906300PCCA","2023.09",0.9,"FINAL","Percentage contribution annual","Class","Hospital services"
"CPIQ.SE906300PCCP","2023.09",1.1,"FINAL","Percentage contribution quarterly","Class","Hospital services"
"CPIQ.SE906300PPCA","2023.09",0.051,"FINAL","Percentage points contribution annual","Class","Hospital services"
"CPIQ.SE906300PPCP","2023.09",0.021,"FINAL","Percentage points contribution quarterly","Class","Hospital services"
"CPIQ.SE9063IPCA","2023.09",0.6,"FINAL","Index point contribution annual","Subgroup","Hospital services"
"CPIQ.SE9063IPCP","2023.09",0.25,"FINAL","Index point contribution quarterly","Subgroup","Hospital services"
"CPIQ.SE9063PCCA","2023.09",0.9,"FINAL","Percentage contribution annual","Subgroup","Hospital services"
"CPIQ.SE9063PCCP","2023.09",1.1,"FINAL","Percentage contribution quarterly","Subgroup","Hospital services"
"CPIQ.SE9063PPCA","2023.09",0.051,"FINAL","Percentage points contribution annual","Subgroup","Hospital services"
"CPIQ.SE9063PPCP","2023.09",0.021,"FINAL","Percentage points contribution quarterly","Subgroup","Hospital services"
"CPIQ.SE906IPCA","2023.09",1.3,"FINAL","Index point contribution annual","Group","Health"
"CPIQ.SE906IPCP","2023.09",-0.48,"FINAL","Index point contribution quarterly","Group","Health"
"CPIQ.SE906PCCA","2023.09",1.9,"FINAL","Percentage contribution annual","Group","Health"
"CPIQ.SE906PCCP","2023.09",-2.2,"FINAL","Percentage contribution quarterly","Group","Health"
"CPIQ.SE906PPCA","2023.09",0.11,"FINAL","Percentage points contribution annual","Group","Health"
"CPIQ.SE906PPCP","2023.09",-0.04,"FINAL","Percentage points contribution quarterly","Group","Health"
"CPIQ.SE907","2023.09",1305,"FINAL","Main CPI","Group","Transport"
"CPIQ.SE9071","2023.09",1121,"FINAL","Main CPI","Subgroup","Purchase of vehicles"
"CPIQ.SE907101","2023.09",1045,"FINAL","Main CPI","Class","Purchase of new motor cars"
"CPIQ.SE907101IPCA","2023.09",1.36,"FINAL","Index point contribution annual","Class","Purchase of new motor cars"
"CPIQ.SE907101IPCP","2023.09",0.92,"FINAL","Index point contribution quarterly","Class","Purchase of new motor cars"
"CPIQ.SE907101PCCA","2023.09",2,"FINAL","Percentage contribution annual","Class","Purchase of new motor cars"
"CPIQ.SE907101PCCP","2023.09",4.3,"FINAL","Percentage contribution quarterly","Class","Purchase of new motor cars"
"CPIQ.SE907101PPCA","2023.09",0.115,"FINAL","Percentage points contribution annual","Class","Purchase of new motor cars"
"CPIQ.SE907101PPCP","2023.09",0.077,"FINAL","Percentage points contribution quarterly","Class","Purchase of new motor cars"
"CPIQ.SE907102","2023.09",1182,"FINAL","Main CPI","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102IPCA","2023.09",1.07,"FINAL","Index point contribution annual","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102IPCP","2023.09",0.43,"FINAL","Index point contribution quarterly","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PCCA","2023.09",1.6,"FINAL","Percentage contribution annual","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PCCP","2023.09",2,"FINAL","Percentage contribution quarterly","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PPCA","2023.09",0.09,"FINAL","Percentage points contribution annual","Class","Purchase of second-hand motor cars"
"CPIQ.SE907102PPCP","2023.09",0.035,"FINAL","Percentage points contribution quarterly","Class","Purchase of second-hand motor cars"
"CPIQ.SE907103","2023.09",1106,"FINAL","Main CPI","Class","Purchase of motorcycles"
"CPIQ.SE907103IPCA","2023.09",0.07,"FINAL","Index point contribution annual","Class","Purchase of motorcycles"
"CPIQ.SE907103IPCP","2023.09",0.03,"FINAL","Index point contribution quarterly","Class","Purchase of motorcycles"
"CPIQ.SE907103PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Purchase of motorcycles"
"CPIQ.SE907103PCCP","2023.09",0.2,"FINAL","Percentage contribution quarterly","Class","Purchase of motorcycles"
"CPIQ.SE907103PPCA","2023.09",0.006,"FINAL","Percentage points contribution annual","Class","Purchase of motorcycles"
"CPIQ.SE907103PPCP","2023.09",0.003,"FINAL","Percentage points contribution quarterly","Class","Purchase of motorcycles"
"CPIQ.SE907104","2023.09",1252,"FINAL","Main CPI","Class","Purchase of bicycles"
"CPIQ.SE907104IPCA","2023.09",0.03,"FINAL","Index point contribution annual","Class","Purchase of bicycles"
"CPIQ.SE907104IPCP","2023.09",0.02,"FINAL","Index point contribution quarterly","Class","Purchase of bicycles"
"CPIQ.SE907104PCCA","2023.09",0,"FINAL","Percentage contribution annual","Class","Purchase of bicycles"
"CPIQ.SE907104PCCP","2023.09",0.1,"FINAL","Percentage contribution quarterly","Class","Purchase of bicycles"
"CPIQ.SE907104PPCA","2023.09",0.002,"FINAL","Percentage points contribution annual","Class","Purchase of bicycles"
"CPIQ.SE907104PPCP","2023.09",0.002,"FINAL","Percentage points contribution quarterly","Class","Purchase of bicycles"
"CPIQ.SE9071IPCA","2023.09",2.52,"FINAL","Index point contribution annual","Subgroup","Purchase of vehicles"
"CPIQ.SE9071IPCP","2023.09",1.4,"FINAL","Index point contribution quarterly","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PCCA","2023.09",3.7,"FINAL","Percentage contribution annual","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PCCP","2023.09",6.5,"FINAL","Percentage contribution quarterly","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PPCA","2023.09",0.214,"FINAL","Percentage points contribution annual","Subgroup","Purchase of vehicles"
"CPIQ.SE9071PPCP","2023.09",0.116,"FINAL","Percentage points contribution quarterly","Subgroup","Purchase of vehicles"
"CPIQ.SE9072","2023.09",1413,"FINAL","Main CPI","Subgroup","Private transport supplies and services"
"CPIQ.SE907201","2023.09",1298,"FINAL","Main CPI","Class","Vehicle parts and accessories"
"CPIQ.SE907201IPCA","2023.09",0.71,"FINAL","Index point contribution annual","Class","Vehicle parts and accessories"
"CPIQ.SE907201IPCP","2023.09",0.24,"FINAL","Index point contribution quarterly","Class","Vehicle parts and accessories"
"CPIQ.SE907201PCCA","2023.09",1.1,"FINAL","Percentage contribution annual","Class","Vehicle parts and accessories"
"CPIQ.SE907201PCCP","2023.09",1.1,"FINAL","Percentage contribution quarterly","Class","Vehicle parts and accessories"
"CPIQ.SE907201PPCA","2023.09",0.06,"FINAL","Percentage points contribution annual","Class","Vehicle parts and accessories"
"CPIQ.SE907201PPCP","2023.09",0.02,"FINAL","Percentage points contribution quarterly","Class","Vehicle parts and accessories"
"CPIQ.SE907202","2023.09",1503,"FINAL","Main CPI","Class","Petrol"
"CPIQ.SE907202IPCA","2023.09",1.89,"FINAL","Index point contribution annual","Class","Petrol"
"CPIQ.SE907202IPCP","2023.09",7.81,"FINAL","Index point contribution quarterly","Class","Petrol"
"CPIQ.SE907202PCCA","2023.09",2.8,"FINAL","Percentage contribution annual","Class","Petrol"
"CPIQ.SE907202PCCP","2023.09",36,"FINAL","Percentage contribution quarterly","Class","Petrol"
"CPIQ.SE907202PPCA","2023.09",0.16,"FINAL","Percentage points contribution annual","Class","Petrol"
"CPIQ.SE907202PPCP","2023.09",0.648,"FINAL","Percentage points contribution quarterly","Class","Petrol"
"CPIQ.SE907203","2023.09",1730,"FINAL","Main CPI","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203IPCA","2023.09",-0.98,"FINAL","Index point contribution annual","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203IPCP","2023.09",0.27,"FINAL","Index point contribution quarterly","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PCCA","2023.09",-1.5,"FINAL","Percentage contribution annual","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PCCP","2023.09",1.2,"FINAL","Percentage contribution quarterly","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PPCA","2023.09",-0.083,"FINAL","Percentage points contribution annual","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907203PPCP","2023.09",0.022,"FINAL","Percentage points contribution quarterly","Class","Other vehicle fuels and lubricants"
"CPIQ.SE907204","2023.09",1256,"FINAL","Main CPI","Class","Vehicle servicing and repairs"
"CPIQ.SE907204IPCA","2023.09",0.62,"FINAL","Index point contribution annual","Class","Vehicle servicing and repairs"
"CPIQ.SE907204IPCP","2023.09",0.18,"FINAL","Index point contribution quarterly","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PCCA","2023.09",0.9,"FINAL","Percentage contribution annual","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PCCP","2023.09",0.8,"FINAL","Percentage contribution quarterly","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PPCA","2023.09",0.052,"FINAL","Percentage points contribution annual","Class","Vehicle servicing and repairs"
"CPIQ.SE907204PPCP","2023.09",0.015,"FINAL","Percentage points contribution quarterly","Class","Vehicle servicing and repairs"
"CPIQ.SE907205","2023.09",1141,"FINAL","Main CPI","Class","Other private transport services"
"CPIQ.SE907205IPCA","2023.09",0.62,"FINAL","Index point contribution annual","Class","Other private transport services"
"CPIQ.SE907205IPCP","2023.09",0.55,"FINAL","Index point contribution quarterly","Class","Other private transport services"
"CPIQ.SE907205PCCA","2023.09",0.9,"FINAL","Percentage contribution annual","Class","Other private transport services"
"CPIQ.SE907205PCCP","2023.09",2.5,"FINAL","Percentage contribution quarterly","Class","Other private transport services"
"CPIQ.SE907205PPCA","2023.09",0.052,"FINAL","Percentage points contribution annual","Class","Other private transport services"
"CPIQ.SE907205PPCP","2023.09",0.046,"FINAL","Percentage points contribution quarterly","Class","Other private transport services"
"CPIQ.SE9072IPCA","2023.09",2.85,"FINAL","Index point contribution annual","Subgroup","Private transport supplies and services"
"CPIQ.SE9072IPCP","2023.09",9.05,"FINAL","Index point contribution quarterly","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PCCA","2023.09",4.2,"FINAL","Percentage contribution annual","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PCCP","2023.09",41.7,"FINAL","Percentage contribution quarterly","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PPCA","2023.09",0.242,"FINAL","Percentage points contribution annual","Subgroup","Private transport supplies and services"
"CPIQ.SE9072PPCP","2023.09",0.751,"FINAL","Percentage points contribution quarterly","Subgroup","Private transport supplies and services"
"CPIQ.SE9073","2023.09",1274,"FINAL","Main CPI","Subgroup","Passenger transport services"
"CPIQ.SE907301","2023.09",905,"FINAL","Main CPI","Class","Rail passenger transport"
"CPIQ.SE907301IPCA","2023.09",0.32,"FINAL","Index point contribution annual","Class","Rail passenger transport"
"CPIQ.SE907301IPCP","2023.09",0.3,"FINAL","Index point contribution quarterly","Class","Rail passenger transport"
"CPIQ.SE907301PCCA","2023.09",0.5,"FINAL","Percentage contribution annual","Class","Rail passenger transport"
"CPIQ.SE907301PCCP","2023.09",1.4,"FINAL","Percentage contribution quarterly","Class","Rail passenger transport"
"CPIQ.SE907301PPCA","2023.09",0.027,"FINAL","Percentage points contribution annual","Class","Rail passenger transport"
"CPIQ.SE907301PPCP","2023.09",0.025,"FINAL","Percentage points contribution quarterly","Class","Rail passenger transport"
"CPIQ.SE907302","2023.09",1069,"FINAL","Main CPI","Class","Road passenger transport"
"CPIQ.SE907302IPCA","2023.09",0.81,"FINAL","Index point contribution annual","Class","Road passenger transport"
"CPIQ.SE907302IPCP","2023.09",0.47,"FINAL","Index point contribution quarterly","Class","Road passenger transport"
"CPIQ.SE907302PCCA","2023.09",1.2,"FINAL","Percentage contribution annual","Class","Road passenger transport"
"CPIQ.SE907302PCCP","2023.09",2.2,"FINAL","Percentage contribution quarterly","Class","Road passenger transport"
"CPIQ.SE907302PPCA","2023.09",0.069,"FINAL","Percentage points contribution annual","Class","Road passenger transport"
"CPIQ.SE907302PPCP","2023.09",0.039,"FINAL","Percentage points contribution quarterly","Class","Road passenger transport"
"CPIQ.SE907303","2023.09",1723,"FINAL","Main CPI","Class","Domestic air transport"
"CPIQ.SE907303IPCA","2023.09",1.55,"FINAL","Index point contribution annual","Class","Domestic air transport"
"CPIQ.SE907303IPCP","2023.09",0.84,"FINAL","Index point contribution quarterly","Class","Domestic air transport"
"CPIQ.SE907303PCCA","2023.09",2.3,"FINAL","Percentage contribution annual","Class","Domestic air transport"
"CPIQ.SE907303PCCP","2023.09",3.9,"FINAL","Percentage contribution quarterly","Class","Domestic air transport"
"CPIQ.SE907303PPCA","2023.09",0.131,"FINAL","Percentage points contribution annual","Class","Domestic air transport"
"CPIQ.SE907303PPCP","2023.09",0.07,"FINAL","Percentage points contribution quarterly","Class","Domestic air transport"
"CPIQ.SE907304","2023.09",1511,"FINAL","Main CPI","Class","International air transport"
"CPIQ.SE907304IPCA","2023.09",-0.39,"FINAL","Index point contribution annual","Class","International air transport"
"CPIQ.SE907304IPCP","2023.09",-0.45,"FINAL","Index point contribution quarterly","Class","International air transport"
"CPIQ.SE907304PCCA","2023.09",-0.6,"FINAL","Percentage contribution annual","Class","International air transport"
"CPIQ.SE907304PCCP","2023.09",-2.1,"FINAL","Percentage contribution quarterly","Class","International air transport"
"CPIQ.SE907304PPCA","2023.09",-0.033,"FINAL","Percentage points contribution annual","Class","International air transport"
"CPIQ.SE907304PPCP","2023.09",-0.037,"FINAL","Percentage points contribution quarterly","Class","International air transport"
"CPIQ.SE907305","2023.09",1236,"FINAL","Main CPI","Class","Sea passenger transport"
"CPIQ.SE907305IPCA","2023.09",0.01,"FINAL","Index point contribution annual","Class","Sea passenger transport"
